recorded_at,row_type,machine_id,outdoor_temp,outdoor_humidity,mold_temp,env_temp,humidity
2026-06-03 13:18:54,outdoor,,27.4,65.45,,,
2026-06-03 13:18:54,machine,1,,,37.5,25.61,59.0
2026-06-03 13:18:54,machine,2,,,38.47,25.64,59.58
2026-06-03 13:18:54,machine,3,,,38.13,26.18,59.56
2026-06-03 13:18:54,machine,4,,,38.13,26.58,57.93
2026-06-03 13:18:54,machine,5,,,38.41,26.38,61.2
2026-06-03 13:18:54,machine,6,,,39.08,26.38,57.49
2026-06-03 13:18:54,machine,7,,,39.69,26.62,60.55
2026-06-03 13:18:54,machine,8,,,39.45,26.92,56.3
2026-06-03 13:18:54,machine,9,,,38.82,26.86,54.07
2026-06-03 13:18:54,machine,10,,,38.59,26.21,57.52
2026-06-03 13:18:54,machine,11,,,40.36,26.43,59.76
2026-06-03 13:18:54,machine,12,,,40.03,27.51,58.21
2026-06-03 13:18:54,machine,13,,,39.73,27.62,58.42
2026-06-03 13:18:54,machine,14,,,39.65,27.69,60.47
2026-06-03 13:18:54,machine,15,,,40.63,27.77,54.01
2026-06-03 13:18:54,machine,16,,,40.95,27.41,55.77
2026-06-03 13:18:54,machine,17,,,40.1,27.9,54.86
2026-06-03 13:18:54,machine,18,,,41.05,27.53,61.13
2026-06-03 13:18:54,machine,19,,,41.81,27.04,57.85
2026-06-03 13:18:54,machine,20,,,40.44,27.95,59.93
2026-06-03 13:18:54,machine,21,,,41.83,27.69,58.15
2026-06-03 13:18:54,machine,22,,,40.46,28.2,56.2
2026-06-03 13:18:54,machine,23,,,42.39,27.7,59.87
2026-06-03 13:18:54,machine,24,,,41.24,28.19,60.28
2026-06-03 13:18:54,machine,25,,,41.58,27.49,57.32
2026-06-03 13:19:07,outdoor,,28.04,61.61,,,
2026-06-03 13:19:07,machine,1,,,38.79,25.96,58.96
2026-06-03 13:19:07,machine,2,,,38.77,26.63,55.33
2026-06-03 13:19:07,machine,3,,,37.91,26.33,56.13
2026-06-03 13:19:07,machine,4,,,39.36,26.09,54.3
2026-06-03 13:19:07,machine,5,,,39.5,26.64,59.78
2026-06-03 13:19:07,machine,6,,,38.72,26.33,54.01
2026-06-03 13:19:07,machine,7,,,39.66,26.47,61.02
2026-06-03 13:19:07,machine,8,,,39.35,26.97,58.27
2026-06-03 13:19:07,machine,9,,,39.79,26.12,57.5
2026-06-03 13:19:07,machine,10,,,39.35,26.34,58.63
2026-06-03 13:19:07,machine,11,,,39.5,27.14,58.0
2026-06-03 13:19:07,machine,12,,,39.05,27.53,58.1
2026-06-03 13:19:07,machine,13,,,39.34,26.63,59.38
2026-06-03 13:19:07,machine,14,,,39.51,26.58,55.71
2026-06-03 13:19:07,machine,15,,,39.8,27.72,54.86
2026-06-03 13:19:07,machine,16,,,39.66,27.23,57.29
2026-06-03 13:19:07,machine,17,,,39.62,27.84,58.7
2026-06-03 13:19:07,machine,18,,,40.14,27.52,61.38
2026-06-03 13:19:07,machine,19,,,40.96,28.08,60.0
2026-06-03 13:19:07,machine,20,,,41.05,27.43,54.49
2026-06-03 13:19:07,machine,21,,,41.46,27.17,58.55
2026-06-03 13:19:07,machine,22,,,42.26,27.63,58.96
2026-06-03 13:19:07,machine,23,,,41.84,27.31,58.69
2026-06-03 13:19:07,machine,24,,,41.88,28.23,61.26
2026-06-03 13:19:07,machine,25,,,41.46,28.22,60.7
2026-06-03 13:19:20,outdoor,,27.24,64.22,,,
2026-06-03 13:19:20,machine,1,,,38.65,26.04,57.76
2026-06-03 13:19:20,machine,2,,,37.7,26.4,55.06
2026-06-03 13:19:20,machine,3,,,39.11,26.58,56.8
2026-06-03 13:19:20,machine,4,,,39.22,26.36,55.22
2026-06-03 13:19:20,machine,5,,,38.19,26.48,60.15
2026-06-03 13:19:20,machine,6,,,39.09,27.01,56.02
2026-06-03 13:19:20,machine,7,,,39.59,26.39,54.34
2026-06-03 13:19:20,machine,8,,,38.43,26.68,61.67
2026-06-03 13:19:20,machine,9,,,39.19,26.83,54.22
2026-06-03 13:19:20,machine,10,,,39.41,26.53,55.86
2026-06-03 13:19:20,machine,11,,,38.96,27.44,57.71
2026-06-03 13:19:20,machine,12,,,40.69,26.41,58.84
2026-06-03 13:19:20,machine,13,,,40.74,26.92,54.79
2026-06-03 13:19:20,machine,14,,,39.93,27.59,60.05
2026-06-03 13:19:20,machine,15,,,41.06,27.64,59.35
2026-06-03 13:19:20,machine,16,,,40.14,27.06,55.72
2026-06-03 13:19:20,machine,17,,,40.98,27.21,60.86
2026-06-03 13:19:20,machine,18,,,40.5,27.71,60.02
2026-06-03 13:19:20,machine,19,,,40.26,27.86,57.8
2026-06-03 13:19:20,machine,20,,,40.24,27.24,57.52
2026-06-03 13:19:20,machine,21,,,41.91,28.27,56.91
2026-06-03 13:19:20,machine,22,,,40.85,27.96,56.83
2026-06-03 13:19:20,machine,23,,,41.34,28.02,60.89
2026-06-03 13:19:20,machine,24,,,41.91,27.62,61.64
2026-06-03 13:19:20,machine,25,,,42.27,27.56,57.48
2026-06-03 13:19:33,outdoor,,26.85,63.14,,,
2026-06-03 13:19:33,machine,1,,,39.0,26.02,57.41
2026-06-03 13:19:33,machine,2,,,38.23,25.7,60.71
2026-06-03 13:19:33,machine,3,,,37.84,26.26,60.74
2026-06-03 13:19:33,machine,4,,,39.29,26.14,60.19
2026-06-03 13:19:33,machine,5,,,38.34,25.88,55.8
2026-06-03 13:19:33,machine,6,,,38.13,26.16,60.23
2026-06-03 13:19:33,machine,7,,,38.87,27.04,59.01
2026-06-03 13:19:33,machine,8,,,39.76,26.84,60.68
2026-06-03 13:19:33,machine,9,,,38.46,26.94,56.57
2026-06-03 13:19:33,machine,10,,,40.32,27.0,54.06
