recorded_at,row_type,machine_id,outdoor_temp,outdoor_humidity,mold_temp,env_temp,humidity
2026-06-11 13:05:44,outdoor,,0.0,0.0,,,
2026-06-11 13:05:44,machine,1,,,0.0,26.31,61.67
2026-06-11 13:05:44,machine,2,,,0.0,26.71,56.28
2026-06-11 13:05:44,machine,3,,,0.0,26.24,61.17
2026-06-11 13:05:44,machine,4,,,0.0,26.75,56.06
2026-06-11 13:05:44,machine,5,,,0.0,25.86,60.63
2026-06-11 13:05:44,machine,6,,,0.0,26.82,57.4
2026-06-11 13:05:44,machine,7,,,0.0,26.08,56.18
2026-06-11 13:05:44,machine,8,,,0.0,26.84,56.48
2026-06-11 13:05:44,machine,9,,,0.0,26.83,55.63
2026-06-11 13:05:44,machine,10,,,0.0,26.66,60.22
2026-06-11 13:05:44,machine,11,,,0.0,26.96,56.77
2026-06-11 13:05:44,machine,12,,,0.0,27.3,59.94
2026-06-11 13:05:44,machine,13,,,0.0,27.22,60.92
2026-06-11 13:05:44,machine,14,,,0.0,27.67,60.53
2026-06-11 13:05:44,machine,15,,,0.0,27.12,54.71
2026-06-11 13:05:44,machine,16,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,17,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,18,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,19,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,20,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,21,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,22,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,23,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,24,,,0.0,0.0,0.0
2026-06-11 13:05:44,machine,25,,,0.0,28.39,61.28
2026-06-11 13:05:58,outdoor,,0.0,0.0,,,
2026-06-11 13:05:58,machine,1,,,0.0,26.46,54.98
2026-06-11 13:05:58,machine,2,,,0.0,26.02,56.57
2026-06-11 13:05:58,machine,3,,,0.0,26.2,57.59
2026-06-11 13:05:58,machine,4,,,0.0,25.74,59.76
2026-06-11 13:05:58,machine,5,,,0.0,26.32,54.84
2026-06-11 13:05:58,machine,6,,,0.0,25.98,56.96
2026-06-11 13:05:58,machine,7,,,0.0,26.76,60.07
2026-06-11 13:05:58,machine,8,,,0.0,27.23,58.39
2026-06-11 13:05:58,machine,9,,,0.0,26.55,60.83
2026-06-11 13:05:58,machine,10,,,0.0,26.95,59.85
2026-06-11 13:05:58,machine,11,,,0.0,27.16,58.64
2026-06-11 13:05:58,machine,12,,,0.0,26.36,57.42
2026-06-11 13:05:58,machine,13,,,0.0,26.91,55.15
2026-06-11 13:05:58,machine,14,,,0.0,26.75,61.36
2026-06-11 13:05:58,machine,15,,,0.0,27.54,59.34
2026-06-11 13:05:58,machine,16,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,17,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,18,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,19,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,20,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,21,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,22,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,23,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,24,,,0.0,0.0,0.0
2026-06-11 13:05:58,machine,25,,,0.0,27.46,58.95
2026-06-11 13:06:11,outdoor,,0.0,0.0,,,
2026-06-11 13:06:11,machine,1,,,0.0,26.28,61.09
2026-06-11 13:06:11,machine,2,,,0.0,25.93,54.74
2026-06-11 13:06:11,machine,3,,,0.0,26.77,58.15
2026-06-11 13:06:11,machine,4,,,0.0,26.49,54.66
2026-06-11 13:06:11,machine,5,,,0.0,26.85,54.45
2026-06-11 13:06:11,machine,6,,,0.0,26.67,54.12
2026-06-11 13:06:11,machine,7,,,0.0,26.18,54.67
2026-06-11 13:06:11,machine,8,,,0.0,26.69,59.24
2026-06-11 13:06:11,machine,9,,,0.0,26.16,58.65
2026-06-11 13:06:11,machine,10,,,0.0,27.0,61.47
2026-06-11 13:06:11,machine,11,,,0.0,27.0,56.82
2026-06-11 13:06:11,machine,12,,,0.0,26.88,59.38
2026-06-11 13:06:11,machine,13,,,0.0,26.77,54.66
2026-06-11 13:06:11,machine,14,,,0.0,27.48,57.01
2026-06-11 13:06:11,machine,15,,,0.0,27.04,58.8
2026-06-11 13:06:11,machine,16,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,17,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,18,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,19,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,20,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,21,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,22,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,23,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,24,,,0.0,0.0,0.0
2026-06-11 13:06:11,machine,25,,,0.0,28.42,54.25
2026-06-11 13:06:25,outdoor,,0.0,0.0,,,
2026-06-11 13:06:25,machine,1,,,0.0,26.36,59.34
2026-06-11 13:06:25,machine,2,,,0.0,25.68,59.72
2026-06-11 13:06:25,machine,3,,,0.0,26.44,59.86
2026-06-11 13:06:25,machine,4,,,0.0,25.78,56.02
2026-06-11 13:06:25,machine,5,,,0.0,26.86,60.99
2026-06-11 13:06:25,machine,6,,,0.0,26.2,54.22
2026-06-11 13:06:25,machine,7,,,0.0,26.64,57.23
2026-06-11 13:06:25,machine,8,,,0.0,26.89,60.89
2026-06-11 13:06:25,machine,9,,,0.0,27.0,59.18
2026-06-11 13:06:25,machine,10,,,0.0,26.68,60.04
2026-06-11 13:06:25,machine,11,,,0.0,26.86,56.01
2026-06-11 13:06:25,machine,12,,,0.0,27.12,61.33
2026-06-11 13:06:25,machine,13,,,0.0,27.4,61.73
2026-06-11 13:06:25,machine,14,,,0.0,27.65,59.61
2026-06-11 13:06:25,machine,15,,,0.0,27.28,57.86
2026-06-11 13:06:25,machine,16,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,17,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,18,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,19,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,20,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,21,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,22,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,23,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,24,,,0.0,0.0,0.0
2026-06-11 13:06:25,machine,25,,,0.0,28.38,58.86
2026-06-11 13:06:38,outdoor,,0.0,0.0,,,
2026-06-11 13:06:38,machine,1,,,0.0,26.46,61.82
2026-06-11 13:06:38,machine,2,,,0.0,25.86,57.15
2026-06-11 13:06:38,machine,3,,,0.0,26.77,57.9
2026-06-11 13:06:38,machine,4,,,0.0,26.74,54.14
2026-06-11 13:06:38,machine,5,,,0.0,25.81,59.23
2026-06-11 13:06:38,machine,6,,,0.0,26.87,57.33
2026-06-11 13:06:38,machine,7,,,0.0,26.91,60.49
2026-06-11 13:06:38,machine,8,,,0.0,26.9,58.17
2026-06-11 13:06:38,machine,9,,,0.0,26.42,60.54
2026-06-11 13:06:38,machine,10,,,0.0,26.69,54.59
2026-06-11 13:06:38,machine,11,,,0.0,26.97,58.29
2026-06-11 13:06:38,machine,12,,,0.0,26.71,56.71
2026-06-11 13:06:38,machine,13,,,0.0,27.16,55.22
2026-06-11 13:06:38,machine,14,,,0.0,27.59,56.84
2026-06-11 13:06:38,machine,15,,,0.0,27.04,54.06
2026-06-11 13:06:38,machine,16,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,17,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,18,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,19,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,20,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,21,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,22,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,23,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,24,,,0.0,0.0,0.0
2026-06-11 13:06:38,machine,25,,,0.0,28.49,61.01
2026-06-11 13:06:51,outdoor,,0.0,0.0,,,
2026-06-11 13:06:51,machine,1,,,0.0,25.97,55.58
2026-06-11 13:06:51,machine,2,,,0.0,26.75,56.3
2026-06-11 13:06:51,machine,3,,,0.0,25.78,54.44
2026-06-11 13:06:51,machine,4,,,0.0,26.0,57.45
