recorded_at,row_type,machine_id,outdoor_temp,outdoor_humidity,mold_temp,env_temp,humidity
2026-06-10 00:00:11,outdoor,,0.0,0.0,,,
2026-06-10 00:00:11,machine,1,,,0.0,25.67,57.5
2026-06-10 00:00:11,machine,2,,,0.0,26.19,61.56
2026-06-10 00:00:11,machine,3,,,0.0,26.65,61.53
2026-06-10 00:00:11,machine,4,,,0.0,26.15,59.2
2026-06-10 00:00:11,machine,5,,,0.0,25.87,55.92
2026-06-10 00:00:11,machine,6,,,0.0,26.85,61.17
2026-06-10 00:00:11,machine,7,,,0.0,27.06,59.64
2026-06-10 00:00:11,machine,8,,,0.0,27.04,54.15
2026-06-10 00:00:11,machine,9,,,0.0,26.56,56.48
2026-06-10 00:00:11,machine,10,,,0.0,27.39,60.69
2026-06-10 00:00:11,machine,11,,,0.0,27.41,57.21
2026-06-10 00:00:11,machine,12,,,0.0,27.05,60.63
2026-06-10 00:00:11,machine,13,,,0.0,26.47,58.12
2026-06-10 00:00:11,machine,14,,,0.0,27.22,57.12
2026-06-10 00:00:11,machine,15,,,0.0,27.4,54.41
2026-06-10 00:00:11,machine,16,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,17,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,18,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,19,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,20,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,21,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,22,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,23,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,24,,,0.0,0.0,0.0
2026-06-10 00:00:11,machine,25,,,0.0,28.57,57.43
2026-06-10 00:00:24,outdoor,,0.0,0.0,,,
2026-06-10 00:00:24,machine,1,,,0.0,26.28,59.25
2026-06-10 00:00:24,machine,2,,,0.0,26.71,58.93
2026-06-10 00:00:24,machine,3,,,0.0,26.28,61.83
2026-06-10 00:00:24,machine,4,,,0.0,25.84,57.11
2026-06-10 00:00:24,machine,5,,,0.0,26.01,61.93
2026-06-10 00:00:24,machine,6,,,0.0,26.07,61.28
2026-06-10 00:00:24,machine,7,,,0.0,26.29,61.14
2026-06-10 00:00:24,machine,8,,,0.0,27.15,59.23
2026-06-10 00:00:24,machine,9,,,0.0,27.04,59.29
2026-06-10 00:00:24,machine,10,,,0.0,26.89,61.38
2026-06-10 00:00:24,machine,11,,,0.0,27.04,54.69
2026-06-10 00:00:24,machine,12,,,0.0,27.17,57.52
2026-06-10 00:00:24,machine,13,,,0.0,26.68,60.1
2026-06-10 00:00:24,machine,14,,,0.0,27.48,60.85
2026-06-10 00:00:24,machine,15,,,0.0,27.08,58.82
2026-06-10 00:00:24,machine,16,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,17,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,18,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,19,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,20,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,21,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,22,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,23,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,24,,,0.0,0.0,0.0
2026-06-10 00:00:24,machine,25,,,0.0,27.49,59.0
2026-06-10 00:00:36,outdoor,,0.0,0.0,,,
2026-06-10 00:00:36,machine,1,,,0.0,26.38,58.8
2026-06-10 00:00:36,machine,2,,,0.0,26.12,54.55
2026-06-10 00:00:36,machine,3,,,0.0,26.14,60.03
2026-06-10 00:00:36,machine,4,,,0.0,26.12,55.38
2026-06-10 00:00:36,machine,5,,,0.0,26.31,55.3
2026-06-10 00:00:36,machine,6,,,0.0,26.21,60.46
2026-06-10 00:00:36,machine,7,,,0.0,26.11,54.28
2026-06-10 00:00:36,machine,8,,,0.0,26.32,57.79
2026-06-10 00:00:36,machine,9,,,0.0,26.93,60.48
2026-06-10 00:00:36,machine,10,,,0.0,26.79,58.71
2026-06-10 00:00:36,machine,11,,,0.0,27.32,60.96
2026-06-10 00:00:36,machine,12,,,0.0,26.41,61.39
2026-06-10 00:00:36,machine,13,,,0.0,27.04,59.63
2026-06-10 00:00:36,machine,14,,,0.0,27.33,60.07
2026-06-10 00:00:36,machine,15,,,0.0,27.26,59.64
2026-06-10 00:00:36,machine,16,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,17,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,18,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,19,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,20,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,21,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,22,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,23,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,24,,,0.0,0.0,0.0
2026-06-10 00:00:36,machine,25,,,0.0,27.72,57.45
2026-06-10 00:00:49,outdoor,,0.0,0.0,,,
2026-06-10 00:00:49,machine,1,,,0.0,26.57,57.81
2026-06-10 00:00:49,machine,2,,,0.0,25.92,54.91
2026-06-10 00:00:49,machine,3,,,0.0,26.47,61.93
2026-06-10 00:00:49,machine,4,,,0.0,26.03,55.82
2026-06-10 00:00:49,machine,5,,,0.0,26.13,57.69
2026-06-10 00:00:49,machine,6,,,0.0,26.95,61.94
2026-06-10 00:00:49,machine,7,,,0.0,26.9,59.05
2026-06-10 00:00:49,machine,8,,,0.0,26.74,60.98
2026-06-10 00:00:49,machine,9,,,0.0,26.73,56.08
2026-06-10 00:00:49,machine,10,,,0.0,26.38,60.45
2026-06-10 00:00:49,machine,11,,,0.0,27.3,61.59
2026-06-10 00:00:49,machine,12,,,0.0,26.77,58.59
2026-06-10 00:00:49,machine,13,,,0.0,26.73,60.82
2026-06-10 00:00:49,machine,14,,,0.0,27.02,59.61
2026-06-10 00:00:49,machine,15,,,0.0,27.63,61.72
2026-06-10 00:00:49,machine,16,,,0.0,0.0,0.0
2026-06-10 00:00:49,machine,17,,,0.0,0.0,0.0
2026-06-10 00:00:49,machine,18,,,0.0,0.0,0.0
2026-06-10 00:00:49,machine,19,,,0.0,0.0,0.0
2026-06-10 00:00:49,machine,20,,,0.0,0.0,0.0
2026-06-10 00:00:49,machine,21,,,0.0,0.0,0.0
2026-06-10 00:00:49,machine,22,,,0.0,0.0,0.0
