recorded_at,row_type,machine_id,outdoor_temp,outdoor_humidity,mold_temp,env_temp,humidity
2026-06-18 13:14:38,outdoor,,27.94,59.3,,,
2026-06-18 13:14:38,machine,1,,,0.0,26.29,61.3
2026-06-18 13:14:38,machine,2,,,0.0,26.72,60.23
2026-06-18 13:14:38,machine,3,,,0.0,26.67,60.55
2026-06-18 13:14:38,machine,4,,,0.0,25.83,61.01
2026-06-18 13:14:38,machine,5,,,0.0,25.81,59.88
2026-06-18 13:14:38,machine,6,,,0.0,25.9,59.0
2026-06-18 13:14:38,machine,7,,,0.0,26.16,57.39
2026-06-18 13:14:38,machine,8,,,0.0,26.16,60.73
2026-06-18 13:14:38,machine,9,,,0.0,26.23,55.19
2026-06-18 13:14:38,machine,10,,,0.0,26.34,61.26
2026-06-18 13:14:38,machine,11,,,0.0,27.46,59.27
2026-06-18 13:14:38,machine,12,,,0.0,26.46,59.55
2026-06-18 13:14:38,machine,13,,,0.0,27.2,59.23
2026-06-18 13:14:38,machine,14,,,0.0,27.24,61.54
2026-06-18 13:14:38,machine,15,,,0.0,26.99,58.04
2026-06-18 13:14:38,machine,16,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,17,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,18,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,19,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,20,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,21,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,22,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,23,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,24,,,0.0,0.0,0.0
2026-06-18 13:14:38,machine,25,,,0.0,28.18,54.09
2026-06-18 13:14:52,outdoor,,29.26,64.78,,,
2026-06-18 13:14:52,machine,1,,,0.0,25.76,60.91
2026-06-18 13:14:52,machine,2,,,0.0,25.75,60.77
2026-06-18 13:14:52,machine,3,,,0.0,25.65,61.11
2026-06-18 13:14:52,machine,4,,,0.0,26.41,60.98
2026-06-18 13:14:52,machine,5,,,0.0,26.43,58.85
2026-06-18 13:14:52,machine,6,,,0.0,27.06,58.43
2026-06-18 13:14:52,machine,7,,,0.0,26.35,57.97
2026-06-18 13:14:52,machine,8,,,0.0,26.98,55.77
2026-06-18 13:14:52,machine,9,,,0.0,26.14,56.78
2026-06-18 13:14:52,machine,10,,,0.0,26.91,59.96
2026-06-18 13:14:52,machine,11,,,0.0,26.98,54.64
2026-06-18 13:14:52,machine,12,,,0.0,26.96,60.96
2026-06-18 13:14:52,machine,13,,,0.0,26.92,54.38
2026-06-18 13:14:52,machine,14,,,0.0,26.65,60.14
2026-06-18 13:14:52,machine,15,,,0.0,26.66,55.98
2026-06-18 13:14:52,machine,16,,,0.0,0.0,0.0
